scenario_id,repetition_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes,run_id,avg_degree,seed
D1,1,20,1000,erdos_renyi,IC,0.6,0.2,0.2,542.3888888888889,4.118,85,D1_N1000_run_001,10,42
D1,1,21,1000,erdos_renyi,IC,0.6,0.2,0.2,486.72222222222223,4.118,80,D1_N1000_run_001,10,42
D1,1,22,1000,erdos_renyi,IC,0.6,0.2,0.2,508.2222222222222,4.118,77,D1_N1000_run_001,10,42
D1,1,23,1000,erdos_renyi,IC,0.6,0.2,0.2,531.5555555555553,4.118,79,D1_N1000_run_001,10,42
D1,1,24,1000,erdos_renyi,IC,0.6,0.2,0.2,486.3888888888888,4.118,80,D1_N1000_run_001,10,42
D1,1,25,1000,erdos_renyi,IC,0.6,0.2,0.2,474.5555555555555,4.118,75,D1_N1000_run_001,10,42
D1,1,26,1000,erdos_renyi,IC,0.6,0.2,0.2,458.3888888888889,4.118,64,D1_N1000_run_001,10,42
D1,1,27,1000,erdos_renyi,IC,0.6,0.2,0.2,546.3888888888888,4.118,76,D1_N1000_run_001,10,42
D1,1,28,1000,erdos_renyi,IC,0.6,0.2,0.2,502.2222222222222,4.118,74,D1_N1000_run_001,10,42
D1,1,29,1000,erdos_renyi,IC,0.6,0.2,0.2,495.7222222222222,4.118,72,D1_N1000_run_001,10,42
D1,1,30,1000,erdos_renyi,IC,0.6,0.2,0.2,426.38888888888897,4.118,67,D1_N1000_run_001,10,42
D1,1,31,1000,erdos_renyi,IC,0.6,0.2,0.2,471.38888888888886,4.118,72,D1_N1000_run_001,10,42
D1,1,32,1000,erdos_renyi,IC,0.6,0.2,0.2,539.8888888888888,4.118,70,D1_N1000_run_001,10,42
D1,1,33,1000,erdos_renyi,IC,0.6,0.2,0.2,507.88888888888886,4.118,73,D1_N1000_run_001,10,42
D1,1,34,1000,erdos_renyi,IC,0.6,0.2,0.2,509.72222222222223,4.118,78,D1_N1000_run_001,10,42
D1,1,35,1000,erdos_renyi,IC,0.6,0.2,0.2,451.7222222222224,4.118,68,D1_N1000_run_001,10,42
D1,1,36,1000,erdos_renyi,IC,0.6,0.2,0.2,525.8888888888889,4.118,67,D1_N1000_run_001,10,42
D1,1,37,1000,erdos_renyi,IC,0.6,0.2,0.2,527.8888888888889,4.118,73,D1_N1000_run_001,10,42
D1,1,38,1000,erdos_renyi,IC,0.6,0.2,0.2,514.8888888888889,4.118,73,D1_N1000_run_001,10,42
D1,1,39,1000,erdos_renyi,IC,0.6,0.2,0.2,481.72222222222223,4.118,68,D1_N1000_run_001,10,42
D1,1,40,1000,erdos_renyi,IC,0.6,0.2,0.2,538.2222222222222,4.118,73,D1_N1000_run_001,10,42
D1,1,41,1000,erdos_renyi,IC,0.6,0.2,0.2,499.0555555555555,4.118,72,D1_N1000_run_001,10,42
D1,1,42,1000,erdos_renyi,IC,0.6,0.2,0.2,504.8888888888889,4.118,66,D1_N1000_run_001,10,42
D1,1,43,1000,erdos_renyi,IC,0.6,0.2,0.2,552.0555555555555,4.118,61,D1_N1000_run_001,10,42
D1,1,44,1000,erdos_renyi,IC,0.6,0.2,0.2,505.722222222222,4.118,64,D1_N1000_run_001,10,42
D1,1,45,1000,erdos_renyi,IC,0.6,0.2,0.2,495.0555555555555,4.118,74,D1_N1000_run_001,10,42
D1,1,46,1000,erdos_renyi,IC,0.6,0.2,0.2,517.0555555555555,4.118,71,D1_N1000_run_001,10,42
D1,1,47,1000,erdos_renyi,IC,0.6,0.2,0.2,476.8888888888889,4.118,66,D1_N1000_run_001,10,42
D1,1,48,1000,erdos_renyi,IC,0.6,0.2,0.2,522.7222222222222,4.118,67,D1_N1000_run_001,10,42
D1,1,49,1000,erdos_renyi,IC,0.6,0.2,0.2,446.7222222222222,4.118,68,D1_N1000_run_001,10,42
D1,1,50,1000,erdos_renyi,IC,0.6,0.2,0.2,470.22222222222223,4.118,73,D1_N1000_run_001,10,42
D1,1,51,1000,erdos_renyi,IC,0.6,0.2,0.2,499.0555555555555,4.118,67,D1_N1000_run_001,10,42
D1,1,52,1000,erdos_renyi,IC,0.6,0.2,0.2,521.388888888889,4.118,75,D1_N1000_run_001,10,42
D1,1,53,1000,erdos_renyi,IC,0.6,0.2,0.2,517.7222222222221,4.118,74,D1_N1000_run_001,10,42
D1,1,54,1000,erdos_renyi,IC,0.6,0.2,0.2,457.0555555555555,4.118,70,D1_N1000_run_001,10,42
D1,1,55,1000,erdos_renyi,IC,0.6,0.2,0.2,486.2222222222222,4.118,68,D1_N1000_run_001,10,42
D1,1,56,1000,erdos_renyi,IC,0.6,0.2,0.2,549.888888888889,4.118,74,D1_N1000_run_001,10,42
D1,1,57,1000,erdos_renyi,IC,0.6,0.2,0.2,477.38888888888886,4.118,68,D1_N1000_run_001,10,42
D1,1,58,1000,erdos_renyi,IC,0.6,0.2,0.2,475.8888888888888,4.118,64,D1_N1000_run_001,10,42
D1,1,59,1000,erdos_renyi,IC,0.6,0.2,0.2,496.0555555555556,4.118,67,D1_N1000_run_001,10,42
D1,1,60,1000,erdos_renyi,IC,0.6,0.2,0.2,488.22222222222223,4.118,76,D1_N1000_run_001,10,42
D1,2,0,1000,erdos_renyi,IC,0.6,0.2,0.2,48.388888888888886,4.274,0,D1_N1000_run_002,10,43
D1,2,1,1000,erdos_renyi,IC,0.6,0.2,0.2,96.2222222222222,4.445,192,D1_N1000_run_002,10,43
D1,2,2,1000,erdos_renyi,IC,0.6,0.2,0.2,129.55555555555557,4.445,126,D1_N1000_run_002,10,43
D1,2,3,1000,erdos_renyi,IC,0.6,0.2,0.2,180.2222222222222,4.373,93,D1_N1000_run_002,10,43
D1,2,4,1000,erdos_renyi,IC,0.6,0.2,0.2,203.38888888888889,4.373,73,D1_N1000_run_002,10,43
D1,2,5,1000,erdos_renyi,IC,0.6,0.2,0.2,211.5555555555556,4.373,69,D1_N1000_run_002,10,43
D1,2,6,1000,erdos_renyi,IC,0.6,0.2,0.2,189.2222222222222,4.373,63,D1_N1000_run_002,10,43
D1,2,7,1000,erdos_renyi,IC,0.6,0.2,0.2,198.22222222222223,4.373,59,D1_N1000_run_002,10,43
D1,2,8,1000,erdos_renyi,IC,0.6,0.2,0.2,177.2222222222222,4.373,55,D1_N1000_run_002,10,43
D1,2,9,1000,erdos_renyi,IC,0.6,0.2,0.2,179.38888888888889,4.373,51,D1_N1000_run_002,10,43
D1,2,10,1000,erdos_renyi,IC,0.6,0.2,0.2,180.2222222222222,4.373,52,D1_N1000_run_002,10,43
D1,2,11,1000,erdos_renyi,IC,0.6,0.2,0.2,170.05555555555557,4.445,55,D1_N1000_run_002,10,43
D1,2,12,1000,erdos_renyi,IC,0.6,0.2,0.2,177.05555555555554,4.373,62,D1_N1000_run_002,10,43
D1,2,13,1000,erdos_renyi,IC,0.6,0.2,0.2,180.05555555555554,4.445,66,D1_N1000_run_002,10,43
D1,2,14,1000,erdos_renyi,IC,0.6,0.2,0.2,158.05555555555554,4.373,59,D1_N1000_run_002,10,43
D1,2,15,1000,erdos_renyi,IC,0.6,0.2,0.2,145.38888888888889,4.445,54,D1_N1000_run_002,10,43
D1,2,16,1000,erdos_renyi,IC,0.6,0.2,0.2,165.88888888888886,4.373,52,D1_N1000_run_002,10,43
D1,2,17,1000,erdos_renyi,IC,0.6,0.2,0.2,203.8888888888889,4.373,62,D1_N1000_run_002,10,43
D1,2,18,1000,erdos_renyi,IC,0.6,0.2,0.2,194.38888888888889,4.333,60,D1_N1000_run_002,10,43
D1,2,19,1000,erdos_renyi,IC,0.6,0.2,0.2,187.0555555555556,4.333,52,D1_N1000_run_002,10,43
D1,2,20,1000,erdos_renyi,IC,0.6,0.2,0.2,162.88888888888889,4.373,59,D1_N1000_run_002,10,43
D1,2,21,1000,erdos_renyi,IC,0.6,0.2,0.2,173.38888888888889,4.333,61,D1_N1000_run_002,10,43
D1,2,22,1000,erdos_renyi,IC,0.6,0.2,0.2,165.7222222222222,4.373,66,D1_N1000_run_002,10,43
D1,2,23,1000,erdos_renyi,IC,0.6,0.2,0.2,151.38888888888889,4.373,58,D1_N1000_run_002,10,43
D1,2,24,1000,erdos_renyi,IC,0.6,0.2,0.2,185.55555555555557,4.333,56,D1_N1000_run_002,10,43
D1,2,25,1000,erdos_renyi,IC,0.6,0.2,0.2,174.3888888888889,4.333,59,D1_N1000_run_002,10,43
D1,2,26,1000,erdos_renyi,IC,0.6,0.2,0.2,158.7222222222222,4.373,53,D1_N1000_run_002,10,43
D1,2,27,1000,erdos_renyi,IC,0.6,0.2,0.2,171.05555555555554,4.333,52,D1_N1000_run_002,10,43
D1,2,28,1000,erdos_renyi,IC,0.6,0.2,0.2,173.55555555555557,4.373,46,D1_N1000_run_002,10,43
D1,2,29,1000,erdos_renyi,IC,0.6,0.2,0.2,186.3888888888889,4.333,50,D1_N1000_run_002,10,43
D1,2,30,1000,erdos_renyi,IC,0.6,0.2,0.2,152.72222222222226,4.373,57,D1_N1000_run_002,10,43
D1,2,31,1000,erdos_renyi,IC,0.6,0.2,0.2,153.55555555555554,4.445,54,D1_N1000_run_002,10,43
D1,2,32,1000,erdos_renyi,IC,0.6,0.2,0.2,154.55555555555557,4.333,56,D1_N1000_run_002,10,43
D1,2,33,1000,erdos_renyi,IC,0.6,0.2,0.2,184.88888888888889,4.333,62,D1_N1000_run_002,10,43
D1,2,34,1000,erdos_renyi,IC,0.6,0.2,0.2,156.72222222222223,4.373,67,D1_N1000_run_002,10,43
D1,2,35,1000,erdos_renyi,IC,0.6,0.2,0.2,161.2222222222222,4.373,58,D1_N1000_run_002,10,43
D1,2,36,1000,erdos_renyi,IC,0.6,0.2,0.2,180.55555555555557,4.373,62,D1_N1000_run_002,10,43
D1,2,37,1000,erdos_renyi,IC,0.6,0.2,0.2,169.22222222222223,4.333,58,D1_N1000_run_002,10,43
D1,2,38,1000,erdos_renyi,IC,0.6,0.2,0.2,150.38888888888889,4.373,58,D1_N1000_run_002,10,43
D1,2,39,1000,erdos_renyi,IC,0.6,0.2,0.2,140.3888888888889,4.333,56,D1_N1000_run_002,10,43
D1,2,40,1000,erdos_renyi,IC,0.6,0.2,0.2,179.38888888888889,4.373,53,D1_N1000_run_002,10,43
D1,2,41,1000,erdos_renyi,IC,0.6,0.2,0.2,185.3888888888889,4.373,55,D1_N1000_run_002,10,43
D1,2,42,1000,erdos_renyi,IC,0.6,0.2,0.2,158.05555555555557,4.333,55,D1_N1000_run_002,10,43
D1,2,43,1000,erdos_renyi,IC,0.6,0.2,0.2,173.55555555555554,4.333,53,D1_N1000_run_002,10,43
D1,2,44,1000,erdos_renyi,IC,0.6,0.2,0.2,176.3888888888889,4.373,61,D1_N1000_run_002,10,43
D1,2,45,1000,erdos_renyi,IC,0.6,0.2,0.2,175.8888888888889,4.373,57,D1_N1000_run_002,10,43
D1,2,46,1000,erdos_renyi,IC,0.6,0.2,0.2,145.88888888888889,4.333,53,D1_N1000_run_002,10,43
D1,2,47,1000,erdos_renyi,IC,0.6,0.2,0.2,158.38888888888889,4.445,54,D1_N1000_run_002,10,43
D1,2,48,1000,erdos_renyi,IC,0.6,0.2,0.2,173.05555555555551,4.373,54,D1_N1000_run_002,10,43
D1,2,49,1000,erdos_renyi,IC,0.6,0.2,0.2,164.88888888888889,4.373,58,D1_N1000_run_002,10,43
D1,2,50,1000,erdos_renyi,IC,0.6,0.2,0.2,159.22222222222223,4.373,56,D1_N1000_run_002,10,43
D1,2,51,1000,erdos_renyi,IC,0.6,0.2,0.2,160.2222222222222,4.373,56,D1_N1000_run_002,10,43
D1,2,52,1000,erdos_renyi,IC,0.6,0.2,0.2,159.88888888888889,4.373,51,D1_N1000_run_002,10,43
D1,2,53,1000,erdos_renyi,IC,0.6,0.2,0.2,153.55555555555554,4.445,51,D1_N1000_run_002,10,43
D1,2,54,1000,erdos_renyi,IC,0.6,0.2,0.2,134.2222222222222,4.373,58,D1_N1000_run_002,10,43
D1,2,55,1000,erdos_renyi,IC,0.6,0.2,0.2,192.55555555555557,4.373,61,D1_N1000_run_002,10,43
D1,2,56,1000,erdos_renyi,IC,0.6,0.2,0.2,172.7222222222222,4.333,53,D1_N1000_run_002,10,43
D1,2,57,1000,erdos_renyi,IC,0.6,0.2,0.2,153.55555555555557,4.333,45,D1_N1000_run_002,10,43
D1,2,58,1000,erdos_renyi,IC,0.6,0.2,0.2,127.7222222222222,4.333,46,D1_N1000_run_002,10,43
D1,2,59,1000,erdos_renyi,IC,0.6,0.2,0.2,167.2222222222222,4.373,55,D1_N1000_run_002,10,43
D1,2,60,1000,erdos_renyi,IC,0.6,0.2,0.2,179.55555555555554,4.445,56,D1_N1000_run_002,10,43
D1,3,0,1000,erdos_renyi,IC,0.6,0.2,0.2,149.38888888888889,4.179,0,D1_N1000_run_003,10,44
D1,3,1,1000,erdos_renyi,IC,0.6,0.2,0.2,243.88888888888883,4.261,177,D1_N1000_run_003,10,44
D1,3,2,1000,erdos_renyi,IC,0.6,0.2,0.2,321.7222222222222,4.354,101,D1_N1000_run_003,10,44
D1,3,3,1000,erdos_renyi,IC,0.6,0.2,0.2,298.7222222222222,4.354,74,D1_N1000_run_003,10,44
D1,3,4,1000,erdos_renyi,IC,0.6,0.2,0.2,363.7222222222222,4.354,63,D1_N1000_run_003,10,44
D1,3,5,1000,erdos_renyi,IC,0.6,0.2,0.2,340.72222222222223,4.354,54,D1_N1000_run_003,10,44
D1,3,6,1000,erdos_renyi,IC,0.6,0.2,0.2,378.3888888888889,4.354,53,D1_N1000_run_003,10,44
D1,3,7,1000,erdos_renyi,IC,0.6,0.2,0.2,347.7222222222222,4.354,47,D1_N1000_run_003,10,44
D1,3,8,1000,erdos_renyi,IC,0.6,0.2,0.2,368.5555555555555,4.354,42,D1_N1000_run_003,10,44
D1,3,9,1000,erdos_renyi,IC,0.6,0.2,0.2,330.22222222222223,4.354,46,D1_N1000_run_003,10,44
D1,3,10,1000,erdos_renyi,IC,0.6,0.2,0.2,347.38888888888886,4.354,49,D1_N1000_run_003,10,44
D1,3,11,1000,erdos_renyi,IC,0.6,0.2,0.2,324.05555555555554,4.354,47,D1_N1000_run_003,10,44
D1,3,12,1000,erdos_renyi,IC,0.6,0.2,0.2,308.55555555555554,4.354,48,D1_N1000_run_003,10,44
D1,3,13,1000,erdos_renyi,IC,0.6,0.2,0.2,328.88888888888886,4.354,45,D1_N1000_run_003,10,44
D1,3,14,1000,erdos_renyi,IC,0.6,0.2,0.2,364.5555555555556,4.354,47,D1_N1000_run_003,10,44
D1,3,15,1000,erdos_renyi,IC,0.6,0.2,0.2,327.38888888888886,4.354,51,D1_N1000_run_003,10,44
D1,3,16,1000,erdos_renyi,IC,0.6,0.2,0.2,354.8888888888889,4.354,51,D1_N1000_run_003,10,44
D1,3,17,1000,erdos_renyi,IC,0.6,0.2,0.2,347.3888888888889,4.354,53,D1_N1000_run_003,10,44
D1,3,18,1000,erdos_renyi,IC,0.6,0.2,0.2,358.22222222222223,4.354,50,D1_N1000_run_003,10,44
D1,3,19,1000,erdos_renyi,IC,0.6,0.2,0.2,308.0555555555555,4.354,46,D1_N1000_run_003,10,44
D1,3,20,1000,erdos_renyi,IC,0.6,0.2,0.2,361.0555555555556,4.354,54,D1_N1000_run_003,10,44
D1,3,21,1000,erdos_renyi,IC,0.6,0.2,0.2,348.8888888888889,4.354,58,D1_N1000_run_003,10,44
D1,3,22,1000,erdos_renyi,IC,0.6,0.2,0.2,369.72222222222223,4.354,55,D1_N1000_run_003,10,44
D1,3,23,1000,erdos_renyi,IC,0.6,0.2,0.2,327.38888888888886,4.354,53,D1_N1000_run_003,10,44
D1,3,24,1000,erdos_renyi,IC,0.6,0.2,0.2,356.38888888888886,4.354,52,D1_N1000_run_003,10,44
D1,3,25,1000,erdos_renyi,IC,0.6,0.2,0.2,350.88888888888886,4.354,57,D1_N1000_run_003,10,44
D1,3,26,1000,erdos_renyi,IC,0.6,0.2,0.2,363.88888888888886,4.354,53,D1_N1000_run_003,10,44
D1,3,27,1000,erdos_renyi,IC,0.6,0.2,0.2,338.0555555555555,4.354,48,D1_N1000_run_003,10,44
D1,3,28,1000,erdos_renyi,IC,0.6,0.2,0.2,376.7222222222222,4.354,44,D1_N1000_run_003,10,44
D1,3,29,1000,erdos_renyi,IC,0.6,0.2,0.2,332.38888888888886,4.354,46,D1_N1000_run_003,10,44
D1,3,30,1000,erdos_renyi,IC,0.6,0.2,0.2,397.5555555555555,4.354,45,D1_N1000_run_003,10,44
D1,3,31,1000,erdos_renyi,IC,0.6,0.2,0.2,328.72222222222223,4.354,49,D1_N1000_run_003,10,44
D1,3,32,1000,erdos_renyi,IC,0.6,0.2,0.2,369.88888888888897,4.354,56,D1_N1000_run_003,10,44
D1,3,33,1000,erdos_renyi,IC,0.6,0.2,0.2,346.2222222222222,4.354,56,D1_N1000_run_003,10,44
D1,3,34,1000,erdos_renyi,IC,0.6,0.2,0.2,345.5555555555555,4.354,54,D1_N1000_run_003,10,44
D1,3,35,1000,erdos_renyi,IC,0.6,0.2,0.2,322.88888888888886,4.354,48,D1_N1000_run_003,10,44
D1,3,36,1000,erdos_renyi,IC,0.6,0.2,0.2,379.5555555555556,4.354,49,D1_N1000_run_003,10,44
D1,3,37,1000,erdos_renyi,IC,0.6,0.2,0.2,349.8888888888889,4.354,47,D1_N1000_run_003,10,44
D1,3,38,1000,erdos_renyi,IC,0.6,0.2,0.2,378.22222222222223,4.354,50,D1_N1000_run_003,10,44
D1,3,39,1000,erdos_renyi,IC,0.6,0.2,0.2,327.0555555555556,4.354,55,D1_N1000_run_003,10,44
D1,3,40,1000,erdos_renyi,IC,0.6,0.2,0.2,378.22222222222223,4.354,52,D1_N1000_run_003,10,44
D1,3,41,1000,erdos_renyi,IC,0.6,0.2,0.2,349.72222222222223,4.354,49,D1_N1000_run_003,10,44
D1,3,42,1000,erdos_renyi,IC,0.6,0.2,0.2,342.22222222222223,4.354,50,D1_N1000_run_003,10,44
D1,3,43,1000,erdos_renyi,IC,0.6,0.2,0.2,320.0555555555556,4.354,49,D1_N1000_run_003,10,44
D1,3,44,1000,erdos_renyi,IC,0.6,0.2,0.2,372.0555555555555,4.354,52,D1_N1000_run_003,10,44
D1,3,45,1000,erdos_renyi,IC,0.6,0.2,0.2,325.22222222222223,4.354,57,D1_N1000_run_003,10,44
D1,3,46,1000,erdos_renyi,IC,0.6,0.2,0.2,345.2222222222222,4.354,59,D1_N1000_run_003,10,44
D1,3,47,1000,erdos_renyi,IC,0.6,0.2,0.2,347.0555555555556,4.354,60,D1_N1000_run_003,10,44
D1,3,48,1000,erdos_renyi,IC,0.6,0.2,0.2,359.22222222222223,4.354,49,D1_N1000_run_003,10,44
D1,3,49,1000,erdos_renyi,IC,0.6,0.2,0.2,306.88888888888886,4.354,45,D1_N1000_run_003,10,44
D1,3,50,1000,erdos_renyi,IC,0.6,0.2,0.2,361.3888888888889,4.354,52,D1_N1000_run_003,10,44
D1,3,51,1000,erdos_renyi,IC,0.6,0.2,0.2,315.3888888888889,4.354,53,D1_N1000_run_003,10,44
D1,3,52,1000,erdos_renyi,IC,0.6,0.2,0.2,359.88888888888886,4.354,55,D1_N1000_run_003,10,44
D1,3,53,1000,erdos_renyi,IC,0.6,0.2,0.2,357.2222222222222,4.354,53,D1_N1000_run_003,10,44
D1,3,54,1000,erdos_renyi,IC,0.6,0.2,0.2,373.0555555555556,4.354,50,D1_N1000_run_003,10,44
D1,3,55,1000,erdos_renyi,IC,0.6,0.2,0.2,339.72222222222223,4.354,54,D1_N1000_run_003,10,44
D1,3,56,1000,erdos_renyi,IC,0.6,0.2,0.2,368.72222222222223,4.354,56,D1_N1000_run_003,10,44
D1,3,57,1000,erdos_renyi,IC,0.6,0.2,0.2,344.72222222222223,4.354,50,D1_N1000_run_003,10,44
D1,3,58,1000,erdos_renyi,IC,0.6,0.2,0.2,386.0555555555555,4.354,46,D1_N1000_run_003,10,44
D1,3,59,1000,erdos_renyi,IC,0.6,0.2,0.2,303.05555555555554,4.354,50,D1_N1000_run_003,10,44
D1,3,60,1000,erdos_renyi,IC,0.6,0.2,0.2,393.5555555555555,4.354,54,D1_N1000_run_003,10,44
D1,4,0,1000,erdos_renyi,IC,0.6,0.2,0.2,37.22222222222222,4.331,0,D1_N1000_run_004,10,45
D1,4,1,1000,erdos_renyi,IC,0.6,0.2,0.2,168.05555555555557,4.357,185,D1_N1000_run_004,10,45
D1,4,2,1000,erdos_renyi,IC,0.6,0.2,0.2,228.38888888888889,4.357,91,D1_N1000_run_004,10,45
D1,4,3,1000,erdos_renyi,IC,0.6,0.2,0.2,263.72222222222223,4.357,64,D1_N1000_run_004,10,45
D1,4,4,1000,erdos_renyi,IC,0.6,0.2,0.2,274.0555555555556,4.357,59,D1_N1000_run_004,10,45
D1,4,5,1000,erdos_renyi,IC,0.6,0.2,0.2,237.22222222222217,4.357,62,D1_N1000_run_004,10,45
D1,4,6,1000,erdos_renyi,IC,0.6,0.2,0.2,229.7222222222222,4.357,50,D1_N1000_run_004,10,45
D1,4,7,1000,erdos_renyi,IC,0.6,0.2,0.2,230.88888888888889,4.357,49,D1_N1000_run_004,10,45
D1,4,8,1000,erdos_renyi,IC,0.6,0.2,0.2,275.72222222222223,4.357,46,D1_N1000_run_004,10,45
D1,4,9,1000,erdos_renyi,IC,0.6,0.2,0.2,264.22222222222223,4.357,43,D1_N1000_run_004,10,45
D1,4,10,1000,erdos_renyi,IC,0.6,0.2,0.2,220.72222222222223,4.357,48,D1_N1000_run_004,10,45
D1,4,11,1000,erdos_renyi,IC,0.6,0.2,0.2,269.5555555555555,4.357,50,D1_N1000_run_004,10,45
D1,4,12,1000,erdos_renyi,IC,0.6,0.2,0.2,270.38888888888886,4.357,44,D1_N1000_run_004,10,45
D1,4,13,1000,erdos_renyi,IC,0.6,0.2,0.2,260.0555555555556,4.357,42,D1_N1000_run_004,10,45
D1,4,14,1000,erdos_renyi,IC,0.6,0.2,0.2,242.38888888888883,4.357,47,D1_N1000_run_004,10,45
D1,4,15,1000,erdos_renyi,IC,0.6,0.2,0.2,268.05555555555554,4.357,51,D1_N1000_run_004,10,45
D1,4,16,1000,erdos_renyi,IC,0.6,0.2,0.2,254.55555555555557,4.357,46,D1_N1000_run_004,10,45
D1,4,17,1000,erdos_renyi,IC,0.6,0.2,0.2,253.55555555555557,4.357,47,D1_N1000_run_004,10,45
D1,4,18,1000,erdos_renyi,IC,0.6,0.2,0.2,242.8888888888889,4.357,41,D1_N1000_run_004,10,45
D1,4,19,1000,erdos_renyi,IC,0.6,0.2,0.2,227.72222222222217,4.357,44,D1_N1000_run_004,10,45
D1,4,20,1000,erdos_renyi,IC,0.6,0.2,0.2,254.2222222222222,4.357,53,D1_N1000_run_004,10,45
D1,4,21,1000,erdos_renyi,IC,0.6,0.2,0.2,256.2222222222222,4.357,58,D1_N1000_run_004,10,45
D1,4,22,1000,erdos_renyi,IC,0.6,0.2,0.2,246.72222222222211,4.357,56,D1_N1000_run_004,10,45
D1,4,23,1000,erdos_renyi,IC,0.6,0.2,0.2,222.72222222222217,4.357,42,D1_N1000_run_004,10,45
D1,4,24,1000,erdos_renyi,IC,0.6,0.2,0.2,217.38888888888889,4.357,36,D1_N1000_run_004,10,45
D1,4,25,1000,erdos_renyi,IC,0.6,0.2,0.2,242.0555555555556,4.357,35,D1_N1000_run_004,10,45
D1,4,26,1000,erdos_renyi,IC,0.6,0.2,0.2,239.22222222222223,4.357,43,D1_N1000_run_004,10,45
D1,4,27,1000,erdos_renyi,IC,0.6,0.2,0.2,262.5555555555555,4.357,49,D1_N1000_run_004,10,45
D1,4,28,1000,erdos_renyi,IC,0.6,0.2,0.2,265.5555555555555,4.357,49,D1_N1000_run_004,10,45
D1,4,29,1000,erdos_renyi,IC,0.6,0.2,0.2,259.0555555555556,4.357,43,D1_N1000_run_004,10,45
D1,4,30,1000,erdos_renyi,IC,0.6,0.2,0.2,228.5555555555556,4.357,44,D1_N1000_run_004,10,45
D1,4,31,1000,erdos_renyi,IC,0.6,0.2,0.2,262.38888888888886,4.357,41,D1_N1000_run_004,10,45
D1,4,32,1000,erdos_renyi,IC,0.6,0.2,0.2,256.72222222222223,4.357,45,D1_N1000_run_004,10,45
D1,4,33,1000,erdos_renyi,IC,0.6,0.2,0.2,284.22222222222223,4.357,49,D1_N1000_run_004,10,45
D1,4,34,1000,erdos_renyi,IC,0.6,0.2,0.2,238.88888888888889,4.357,50,D1_N1000_run_004,10,45
D1,4,35,1000,erdos_renyi,IC,0.6,0.2,0.2,271.72222222222223,4.357,52,D1_N1000_run_004,10,45
D1,4,36,1000,erdos_renyi,IC,0.6,0.2,0.2,290.05555555555554,4.357,45,D1_N1000_run_004,10,45
D1,4,37,1000,erdos_renyi,IC,0.6,0.2,0.2,297.72222222222223,4.357,39,D1_N1000_run_004,10,45
D1,4,38,1000,erdos_renyi,IC,0.6,0.2,0.2,259.38888888888886,4.357,46,D1_N1000_run_004,10,45
D1,4,39,1000,erdos_renyi,IC,0.6,0.2,0.2,250.55555555555551,4.357,41,D1_N1000_run_004,10,45
